"service_date","day_type","bus","rail_boardings","total_rides"
"03/14/2015","A","605,758","673,707","1,279,465"
"03/15/2015","U","432,055","362,045","794,100"
"03/16/2015","W","939,583","768,218","1,707,801"
"03/17/2015","W","934,438","770,081","1,704,519"
"03/18/2015","W","937,056","771,625","1,708,681"
"03/19/2015","W","928,929","771,127","1,700,056"
"03/20/2015","W","932,331","760,906","1,693,237"
"03/21/2015","A","566,447","447,493","1,013,940"
"03/22/2015","U","383,134","306,283","689,417"
"03/23/2015","W","817,246","693,264","1,510,510"
"03/24/2015","W","904,344","727,888","1,632,232"
"03/25/2015","W","916,538","734,311","1,650,849"
"03/26/2015","W","925,361","736,687","1,662,048"
"03/27/2015","W","888,293","726,738","1,615,031"
"03/28/2015","A","539,031","429,689","968,720"
"03/29/2015","U","362,329","325,865","688,194"
"03/30/2015","W","903,992","736,692","1,640,684"
"03/31/2015","W","922,487","753,405","1,675,892"
"04/01/2015","W","974,353","784,085","1,758,438"
"04/02/2015","W","897,550","761,806","1,659,356"
"04/03/2015","W","814,328","681,130","1,495,458"
"04/04/2015","A","582,015","427,101","1,009,116"
"04/05/2015","U","393,690","327,292","720,982"
"04/06/2015","W","807,389","711,923","1,519,312"
"04/07/2015","W","813,597","727,328","1,540,925"
"04/08/2015","W","822,289","750,275","1,572,564"
"04/09/2015","W","748,326","711,033","1,459,359"
"04/10/2015","W","828,661","757,159","1,585,820"
"04/11/2015","A","586,791","469,045","1,055,836"
"04/12/2015","U","410,420","332,334","742,754"
"04/13/2015","W","908,654","767,492","1,676,146"
"04/14/2015","W","946,490","796,083","1,742,573"
"04/15/2015","W","904,861","796,244","1,701,105"
"04/16/2015","W","890,058","791,213","1,681,271"
"04/17/2015","W","936,814","818,272","1,755,086"
"04/18/2015","A","599,954","503,902","1,103,856"
"04/19/2015","U","394,676","338,222","732,898"
"04/20/2015","W","907,393","762,726","1,670,119"
"04/21/2015","W","931,681","779,658","1,711,339"
"04/22/2015","W","925,517","780,432","1,705,949"
"04/23/2015","W","935,537","799,888","1,735,425"
"04/24/2015","W","912,926","782,626","1,695,552"
"04/25/2015","A","496,407","435,893","932,300"
"04/26/2015","U","419,729","352,658","772,387"
"04/27/2015","W","925,541","769,888","1,695,429"
"04/28/2015","W","941,909","789,018","1,730,927"
"04/29/2015","W","934,550","793,551","1,728,101"
"04/30/2015","W","923,564","817,167","1,740,731"
"05/01/2015","W","993,931","835,711","1,829,642"
"05/02/2015","A","629,640","548,837","1,178,477"
"05/03/2015","U","435,591","379,014","814,605"
"05/04/2015","W","933,337","756,442","1,689,779"
"05/05/2015","W","918,652","769,751","1,688,403"
"05/06/2015","W","951,886","789,988","1,741,874"
"05/07/2015","W","956,437","810,302","1,766,739"
"05/08/2015","W","916,218","780,602","1,696,820"
"05/09/2015","A","572,064","455,436","1,027,500"
"05/10/2015","U","385,323","315,215","700,538"
"05/11/2015","W","869,148","743,353","1,612,501"
"05/12/2015","W","904,654","770,185","1,674,839"
"05/13/2015","W","926,402","784,501","1,710,903"
"05/14/2015","W","912,634","795,093","1,707,727"
"05/15/2015","W","921,190","804,671","1,725,861"
"05/16/2015","A","561,092","493,377","1,054,469"
"05/17/2015","U","415,263","373,832","789,095"
"05/18/2015","W","908,842","761,991","1,670,833"
"05/19/2015","W","902,867","759,919","1,662,786"
"05/20/2015","W","906,942","760,399","1,667,341"
"05/21/2015","W","921,476","784,762","1,706,238"
"05/22/2015","W","908,692","760,362","1,669,054"
"05/23/2015","A","575,386","501,879","1,077,265"
"05/24/2015","U","401,488","366,008","767,496"
"05/25/2015","U","397,951","357,227","755,178"
"05/26/2015","W","878,946","743,291","1,622,237"
"05/27/2015","W","921,204","783,749","1,704,953"
"05/28/2015","W","925,094","787,104","1,712,198"
"05/29/2015","W","892,551","800,510","1,693,061"
"05/30/2015","A","481,814","428,464","910,278"
"05/31/2015","U","388,866","351,159","740,025"
"06/01/2015","W","942,997","757,975","1,700,972"
"06/02/2015","W","933,346","779,073","1,712,419"
"06/03/2015","W","964,899","794,693","1,759,592"
"06/04/2015","W","938,834","797,464","1,736,298"
"06/05/2015","W","919,157","784,462","1,703,619"
"06/06/2015","A","606,641","511,352","1,117,993"
"06/07/2015","U","388,946","337,748","726,694"
"06/08/2015","W","891,851","759,176","1,651,027"
"06/09/2015","W","932,006","792,806","1,724,812"
"06/10/2015","W","915,049","801,607","1,716,656"
"06/11/2015","W","898,644","811,432","1,710,076"
"06/12/2015","W","854,059","812,194","1,666,253"
"06/13/2015","A","590,950","566,965","1,157,915"
"06/14/2015","U","419,317","407,107","826,424"
"06/15/2015","W","817,931","774,439","1,592,370"
"06/16/2015","W","911,783","818,185","1,729,968"
"06/17/2015","W","869,500","775,968","1,645,468"
"06/18/2015","W","867,529","914,768","1,782,297"
"06/19/2015","W","893,122","813,552","1,706,674"
"06/20/2015","A","563,855","500,734","1,064,589"
"06/21/2015","U","439,513","390,557","830,070"
"06/22/2015","W","759,346","731,448","1,490,794"
"06/23/2015","W","840,211","794,064","1,634,275"
"06/24/2015","W","821,308","787,858","1,609,166"
"06/25/2015","W","808,260","791,423","1,599,683"
"06/26/2015","W","773,954","748,661","1,522,615"
"06/27/2015","A","570,969","509,237","1,080,206"
"06/28/2015","U","439,944","577,866","1,017,810"
"06/29/2015","W","797,072","730,941","1,528,013"
"06/30/2015","W","835,118","751,277","1,586,395"
"07/01/2015","W","886,380","762,718","1,649,098"
"07/02/2015","W","850,667","773,838","1,624,505"
"07/03/2015","U","602,599","612,736","1,215,335"
"07/04/2015","A","508,110","545,727","1,053,837"
"07/05/2015","U","427,090","435,680","862,770"
"07/06/2015","W","816,338","770,918","1,587,256"
"07/07/2015","W","834,983","794,300","1,629,283"
"07/08/2015","W","848,028","813,381","1,661,409"
"07/09/2015","W","856,253","834,100","1,690,353"
"07/10/2015","W","858,745","851,630","1,710,375"
"07/11/2015","A","575,848","560,642","1,136,490"
"07/12/2015","U","457,477","468,153","925,630"
"07/13/2015","W","784,509","727,235","1,511,744"
"07/14/2015","W","836,909","760,527","1,597,436"
"07/15/2015","W","859,672","775,047","1,634,719"
"07/16/2015","W","802,468","762,144","1,564,612"
"07/17/2015","W","822,257","809,549","1,631,806"
"07/18/2015","A","529,845","515,769","1,045,614"
"07/19/2015","U","440,059","443,655","883,714"
"07/20/2015","W","819,425","749,387","1,568,812"
"07/21/2015","W","848,416","782,194","1,630,610"
"07/22/2015","W","844,761","785,763","1,630,524"
"07/23/2015","W","844,483","783,822","1,628,305"
"07/24/2015","W","830,024","818,410","1,648,434"
"07/25/2015","A","573,827","539,665","1,113,492"
"07/26/2015","U","419,005","402,975","821,980"
"07/27/2015","W","820,529","760,311","1,580,840"
"07/28/2015","W","827,024","782,394","1,609,418"
"07/29/2015","W","814,733","820,373","1,635,106"
"07/30/2015","W","825,894","811,903","1,637,797"
"07/31/2015","W","834,790","871,817","1,706,607"
"08/01/2015","A","574,270","587,633","1,161,903"
"08/02/2015","U","425,896","469,421","895,317"
"08/03/2015","W","833,632","751,771","1,585,403"
"08/04/2015","W","839,704","762,573","1,602,277"
"08/05/2015","W","831,758","765,442","1,597,200"
"08/06/2015","W","825,012","795,399","1,620,411"
"08/07/2015","W","831,076","798,253","1,629,329"
"08/08/2015","A","577,878","534,305","1,112,183"
"08/09/2015","U","414,942","384,961","799,903"
"08/10/2015","W","772,518","716,242","1,488,760"
"08/11/2015","W","823,620","770,361","1,593,981"
"08/12/2015","W","817,244","772,367","1,589,611"
"08/13/2015","W","817,948","790,163","1,608,111"
"08/14/2015","W","813,718","760,558","1,574,276"
"08/15/2015","A","567,544","517,393","1,084,937"
"08/16/2015","U","448,872","420,453","869,325"
"08/17/2015","W","775,836","708,821","1,484,657"
"08/18/2015","W","782,272","745,246","1,527,518"
"08/19/2015","W","801,496","768,950","1,570,446"
"08/20/2015","W","820,929","778,440","1,599,369"
"08/21/2015","W","829,744","785,707","1,615,451"
"08/22/2015","A","582,295","519,930","1,102,225"
"08/23/2015","U","412,542","393,966","806,508"
"08/24/2015","W","824,140","774,207","1,598,347"
"08/25/2015","W","838,405","768,794","1,607,199"
"08/26/2015","W","860,821","774,429","1,635,250"
"08/27/2015","W","858,460","803,728","1,662,188"
"08/28/2015","W","841,111","770,482","1,611,593"
"08/29/2015","A","520,511","468,675","989,186"
"08/30/2015","U","417,777","371,923","789,700"
"08/31/2015","W","836,125","771,622","1,607,747"
"09/01/2015","W","909,864","799,606","1,709,470"
"09/02/2015","W","882,052","792,561","1,674,613"
"09/03/2015","W","907,453","800,062","1,707,515"
"09/04/2015","W","869,966","802,219","1,672,185"
"09/05/2015","A","571,868","528,694","1,100,562"
"09/06/2015","U","452,841","452,445","905,286"
"09/07/2015","U","419,206","362,421","781,627"
"09/08/2015","W","885,886","756,110","1,641,996"
"09/09/2015","W","966,510","821,823","1,788,333"
"09/10/2015","W","928,707","823,661","1,752,368"
"09/11/2015","W","924,272","872,323","1,796,595"
"09/12/2015","A","553,239","530,282","1,083,521"
"09/13/2015","U","423,559","417,183","840,742"
"09/14/2015","W","930,582","803,746","1,734,328"
"09/15/2015","W","956,026","853,826","1,809,852"
"09/16/2015","W","956,622","840,594","1,797,216"
"09/17/2015","W","927,771","851,514","1,779,285"
"09/18/2015","W","895,702","853,094","1,748,796"
"09/19/2015","A","558,990","557,919","1,116,909"
"09/20/2015","U","433,770","428,858","862,628"
"09/21/2015","W","935,471","837,061","1,772,532"
"09/22/2015","W","947,566","842,632","1,790,198"
"09/23/2015","W","942,933","838,495","1,781,428"
"09/24/2015","W","942,518","835,403","1,777,921"
"09/25/2015","W","951,827","863,209","1,815,036"
"09/26/2015","A","598,862","565,634","1,164,496"
"09/27/2015","U","422,542","406,802","829,344"
"09/28/2015","W","929,278","829,791","1,759,069"
"09/29/2015","W","914,286","822,855","1,737,141"
"09/30/2015","W","946,374","835,001","1,781,375"
"10/01/2015","W","993,576","848,050","1,841,626"
"10/02/2015","W","981,039","837,159","1,818,198"
"10/03/2015","A","571,153","488,574","1,059,727"
"10/04/2015","U","417,529","371,950","789,479"
"10/05/2015","W","948,999","805,091","1,754,090"
"10/06/2015","W","967,808","831,137","1,798,945"
"10/07/2015","W","970,204","854,361","1,824,565"
"10/08/2015","W","959,798","851,423","1,811,221"
"10/09/2015","W","931,769","854,606","1,786,375"
"10/10/2015","A","577,667","541,173","1,118,840"
"10/11/2015","U","400,140","558,033","958,173"
"10/12/2015","W","759,254","776,968","1,536,222"
"10/13/2015","W","947,941","873,747","1,821,688"
"10/14/2015","W","954,519","845,066","1,799,585"
"10/15/2015","W","946,290","860,809","1,807,099"
"10/16/2015","W","936,818","855,252","1,792,070"
"10/17/2015","A","578,160","546,096","1,124,256"
"10/18/2015","U","415,455","392,712","808,167"
"10/19/2015","W","930,236","819,286","1,749,522"
"10/20/2015","W","950,953","875,792","1,826,745"
"10/21/2015","W","955,633","882,188","1,837,821"
"10/22/2015","W","942,983","852,957","1,795,940"
"10/23/2015","W","915,489","828,812","1,744,301"
"10/24/2015","A","556,146","492,083","1,048,229"
"10/25/2015","U","415,182","368,100","783,282"
"10/26/2015","W","929,741","805,144","1,734,885"
"10/27/2015","W","916,953","824,772","1,741,725"
"10/28/2015","W","910,794","826,173","1,736,967"
"10/29/2015","W","916,453","837,868","1,754,321"
"10/30/2015","W","949,185","840,246","1,789,431"
"10/31/2015","A","500,004","418,362","918,366"
"11/01/2015","U","436,791","378,873","815,664"
"11/02/2015","W","940,464","817,657","1,758,121"
"11/03/2015","W","987,382","830,460","1,817,842"
"11/04/2015","W","956,176","842,035","1,798,211"
"11/05/2015","W","942,300","851,684","1,793,984"
"11/06/2015","W","925,054","832,872","1,757,926"
"11/07/2015","A","573,470","496,404","1,069,874"
"11/08/2015","U","414,784","379,185","793,969"
"11/09/2015","W","923,927","811,177","1,735,104"
"11/10/2015","W","940,362","832,141","1,772,503"
"11/11/2015","W","755,234","738,828","1,494,062"
"11/12/2015","W","879,349","820,988","1,700,337"
"11/13/2015","W","837,532","804,273","1,641,805"
"11/14/2015","A","545,554","475,091","1,020,645"
"11/15/2015","U","411,704","352,488","764,192"
"11/16/2015","W","908,305","797,597","1,705,902"
"11/17/2015","W","880,013","801,291","1,681,304"
"11/18/2015","W","893,671","808,901","1,702,572"
"11/19/2015","W","884,290","811,595","1,695,885"
"11/20/2015","W","894,949","812,590","1,707,539"
"11/21/2015","A","429,624","469,943","899,567"
"11/22/2015","U","356,953","338,408","695,361"
"11/23/2015","W","877,236","781,545","1,658,781"
"11/24/2015","W","898,177","805,812","1,703,989"
"11/25/2015","W","735,265","667,707","1,402,972"
"11/26/2015","U","288,282","234,285","522,567"
"11/27/2015","W","443,089","410,220","853,309"
"11/28/2015","A","459,598","396,926","856,524"
"11/29/2015","U","365,314","312,990","678,304"
"11/30/2015","W","870,662","756,626","1,627,288"
"12/01/2015","W","949,925","794,768","1,744,693"
"12/02/2015","W","906,715","792,020","1,698,735"
"12/03/2015","W","940,609","807,065","1,747,674"
"12/04/2015","W","930,083","815,301","1,745,384"
"12/05/2015","A","566,882","501,339","1,068,221"
"12/06/2015","U","411,174","360,066","771,240"
"12/07/2015","W","898,172","758,242","1,656,414"
"12/08/2015","W","910,018","775,695","1,685,713"
"12/09/2015","W","916,281","789,224","1,705,505"
"12/10/2015","W","909,606","796,080","1,705,686"
"12/11/2015","W","912,854","801,907","1,714,761"
"12/12/2015","A","541,305","491,199","1,032,504"
"12/13/2015","U","383,666","344,084","727,750"
"12/14/2015","W","849,106","728,299","1,577,405"
"12/15/2015","W","884,506","755,882","1,640,388"
"12/16/2015","W","871,638","755,292","1,626,930"
"12/17/2015","W","864,846","752,203","1,617,049"
"12/18/2015","W","846,033","738,908","1,584,941"
"12/19/2015","A","506,208","423,960","930,168"
"12/20/2015","U","392,051","326,681","718,732"
"12/21/2015","W","696,473","644,071","1,340,544"
"12/22/2015","W","722,061","664,559","1,386,620"
"12/23/2015","W","654,312","571,814","1,226,126"
"12/24/2015","W","531,521","378,784","910,305"
"12/25/2015","U","231,718","162,100","393,818"
"12/26/2015","A","387,357","292,832","680,189"
"12/27/2015","U","334,737","272,169","606,906"
"12/28/2015","W","514,171","484,349","998,520"
"12/29/2015","W","638,221","571,322","1,209,543"
"12/30/2015","W","636,706","585,337","1,222,043"
"12/31/2015","W","604,409","565,772","1,170,181"
"01/01/2016","U","303,321","319,835","623,156"
"01/02/2016","A","448,859","365,509","814,368"
"01/03/2016","U","340,540","287,661","628,201"
"01/04/2016","W","829,429","703,185","1,532,614"
"01/05/2016","W","846,789","727,716","1,574,505"
"01/06/2016","W","853,904","733,167","1,587,071"
"01/07/2016","W","846,274","736,809","1,583,083"
"01/08/2016","W","841,494","732,495","1,573,989"
"01/09/2016","A","469,539","391,597","861,136"
"01/10/2016","U","306,896","263,073","569,969"
"01/11/2016","W","753,006","694,734","1,447,740"
"01/12/2016","W","760,149","705,694","1,465,843"
"01/13/2016","W","787,220","716,663","1,503,883"
"01/14/2016","W","859,099","758,116","1,617,215"
"01/15/2016","W","858,032","742,622","1,600,654"
"01/16/2016","A","486,797","404,212","891,009"
"01/17/2016","U","266,532","241,160","507,692"
"01/18/2016","W","439,597","405,686","845,283"
"01/19/2016","W","810,646","727,458","1,538,104"
"01/20/2016","W","856,911","758,524","1,615,435"
"01/21/2016","W","873,177","766,262","1,639,439"
"01/22/2016","W","841,282","745,168","1,586,450"
"01/23/2016","A","487,975","416,999","904,974"
"01/24/2016","U","352,859","293,804","646,663"
"01/25/2016","W","865,486","751,104","1,616,590"
"01/26/2016","W","872,768","764,023","1,636,791"
"01/27/2016","W","882,832","768,241","1,651,073"
"01/28/2016","W","877,280","771,161","1,648,441"
"01/29/2016","W","863,548","751,090","1,614,638"
"01/30/2016","A","510,514","427,874","938,388"
"01/31/2016","U","358,361","293,056","651,417"
"02/01/2016","W","926,781","759,849","1,686,630"
"02/02/2016","W","833,911","739,247","1,573,158"
"02/03/2016","W","925,655","772,821","1,698,476"
"02/04/2016","W","901,406","778,227","1,679,633"
"02/05/2016","W","785,587","731,495","1,517,082"
"02/06/2016","A","522,296","423,602","945,898"
"02/07/2016","U","377,642","301,141","678,783"
"02/08/2016","W","856,547","733,387","1,589,934"
"02/09/2016","W","858,961","752,849","1,611,810"
"02/10/2016","W","850,090","742,445","1,592,535"
"02/11/2016","W","866,884","752,703","1,619,587"
"02/12/2016","W","820,833","706,242","1,527,075"
"02/13/2016","A","438,203","392,095","830,298"
"02/14/2016","U","339,238","314,191","653,429"
"02/15/2016","W","605,584","548,390","1,153,974"
"02/16/2016","W","883,108","764,147","1,647,255"
"02/17/2016","W","889,758","766,940","1,656,698"
"02/18/2016","W","890,627","773,317","1,663,944"
"02/19/2016","W","887,914","761,996","1,649,910"
"02/20/2016","A","566,721","464,149","1,030,870"
"02/21/2016","U","378,769","311,190","689,959"
"02/22/2016","W","869,531","745,072","1,614,603"
"02/23/2016","W","890,949","765,309","1,656,258"
"02/24/2016","W","795,160","725,712","1,520,872"
"02/25/2016","W","855,117","762,858","1,617,975"
"02/26/2016","W","865,397","749,991","1,615,388"
"02/27/2016","A","536,678","455,421","992,099"
"02/28/2016","U","385,121","323,758","708,879"
"02/29/2016","W","862,380","742,972","1,605,352"
"03/01/2016","W","859,775","741,922","1,601,697"
"03/02/2016","W","878,633","760,062","1,638,695"
"03/03/2016","W","882,188","764,033","1,646,221"
"03/04/2016","W","883,059","754,750","1,637,809"
"03/05/2016","A","503,983","421,193","925,176"
"03/06/2016","U","393,610","327,173","720,783"
"03/07/2016","W","866,171","739,174","1,605,345"
